,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude
601,Mayra Dutta,Female,1989-05-19,N I B M S.O,411048,18.47298,73.89421
602,Raj Nagpal,Male,1987-05-21,Lohogaon S.O,411047,18.55284,73.95387
603,Bhuv Chandra,Male,2001-03-27,Vidyanagar S.O (Pune),411032,18.55284,73.95387
604,Kairav Srivastav,Male,1981-08-11,Raviwar Peth S.O,411002,18.517689999999998,73.86014
605,Alisha Malik,Female,1983-10-08,Akurdi S.O,411035,18.76572,73.68905
606,Tanvi Subram,Female,1999-11-24,Ghorpade Peth S.O,411042,18.50139,73.86309
607,Zara Arun,Female,1981-12-09,Chinchwad East S.O,411019,18.62815,73.8318
608,Pavati Charan,Female,1989-03-21,Katraj S.O,411046,18.45938,73.86667
609,Akanksh Anand,Male,1991-06-13,Punawale B.O,411033,18.63172,73.73346
610,Rohan Chakrabarti,Male,1999-04-06,Range Hills S.O,411020,18.57462,73.82788000000001
611,Kevin Muthu,Male,1991-07-15,Thathawade B.O,411033,18.63172,73.73346
612,Ishana Sara,Female,1996-01-27,Raviwar Peth S.O,411002,18.517689999999998,73.86014
613,Taarush Muthu,Male,2003-04-20,Khadki Arsenel S.O,411003,18.56312,73.84433
614,Ved Naran,Male,1997-01-19,Punawale B.O,411033,18.63172,73.73346
615,Akanksh Sara,Male,1999-04-17,Dapodi S.O,411012,18.57749,73.83138000000001
616,Tanvi Raji,Female,1981-02-07,Kasba Peth S.O,411011,18.5242,73.8578
617,Saloni Gandhi,Female,1996-10-20,Katraj S.O,411046,18.45938,73.86667
618,Shrishti Sudha,Female,1981-01-07,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
619,Aadiv Chaudhary,Male,2003-01-13,Masulkar Colony S.O,411018,18.63374,73.8129
620,Anant Srivas,Male,1982-12-08,Talwade B.O,412114,18.501060600000002,73.5137584
621,Mohammad Saxena,Male,1997-05-27,Dhankawadi S.O,411043,18.46554,73.8487
622,Joseph Sara,Male,1988-06-13,Khadakwasla R.S. S.O,411024,18.45597,73.78478
623,Anushka Lal,Female,1991-06-13,Sasanenagar S.O,411028,18.4747,73.93157
624,Mayra Nirmal,Female,2003-09-11,Hadpsar I.E. S.O,411013,18.50453,73.91255
625,Akanksh Samuel,Male,1986-10-22,Navsahyadri S.O,411052,18.495279999999998,73.82775
626,Raj Sara,Male,2000-08-08,Kothrud S.O,411038,18.50767,73.78967
627,Vihaan Srivastav,Male,1987-09-11,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
628,Vihaan Chandrasekar,Male,2002-12-24,Dapodi Bazar S.O,411012,18.57995,73.82783
629,Alisha Jindal,Female,1992-03-19,Govt. Polytechnic S.O,411016,18.530479999999997,73.83252
630,Atiksh Nigam,Male,1984-12-12,Congress House Road S.O,411005,18.5282,73.84735
631,Aarav Raje,Male,1981-05-21,Market Yard S.O (Pune),411037,18.48193,73.87425
632,Aaradhya Ganesh,Female,1989-01-20,Botanical Garden S.O (Pune),411003,18.56354,73.82588
633,Kabir Sethi,Male,2000-03-25,Anandnagar S.O (Pune),411051,18.62981,73.84746
634,Asmee Dhawan,Female,1981-06-24,Karvenagar S.O,411052,18.49,73.82244
635,Gian Joshi,Male,1995-02-01,Mohamadwadi S.O,411060,18.47335,73.90957
636,Hiya Tyagi,Female,2001-12-24,Chinchwad East S.O,411019,18.62815,73.8318
637,Naksh Roy,Male,1993-02-16,Vidyanagar S.O (Pune),411032,18.55284,73.95387
638,Rohan Sudha,Male,1984-11-09,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
639,Ved Subram,Male,1990-04-02,Yerwada S.O,411006,18.56318,73.87742
640,Rushil Kapoor,Male,1999-04-08,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
641,Hiya Swami,Female,2002-01-08,Ghorpade Peth S.O,411042,18.50139,73.86309
642,Kevin Sahni,Male,2000-10-29,Khadki S.O,411003,18.56312,73.84433
643,Sahana Neel,Female,1992-08-21,Dapodi S.O,411012,18.57749,73.83138000000001
644,Kahaan Pawan,Male,1992-06-11,AFMC S.O,411040,18.49267,73.90352
645,Navya Ganesh,Female,1994-03-03,Ganeshkhind S.O,411007,18.55144,73.82197
646,Kairav Raman,Male,1990-10-01,Thathawade B.O,411033,18.63172,73.73346
647,Rohan Raman,Male,1985-02-04,Dapodi S.O,411012,18.57749,73.83138000000001
648,Saanvi Sen,Female,1987-10-25,Bhavani Peth S.O,411042,18.506970000000003,73.87119
649,Zuber Tyagi,Male,2000-12-06,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
650,Asmee Patel,Female,1981-04-22,Pune New Bazar S.O,411001,18.53446,73.88304000000001
651,Avni Kishore,Female,1999-10-05,N.I.A. S.O,411045,18.55284,73.95387
652,Mahika Saxena,Female,2000-05-31,Chinchwad East S.O,411019,18.62815,73.8318
653,Rachit Subramani,Male,1982-10-03,Swargate Chowk S.O,411042,18.506970000000003,73.87119
654,Atiksh Sehgal,Male,1993-08-05,Bibvewadi S.O,411037,18.48337,73.85561
655,Sai Lata,Female,1988-11-06,Shukrawar Peth S.O (Pune),411002,18.510089999999998,73.85672
656,Anushka Mittal,Female,1996-01-20,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
657,Kairav Soni,Male,1987-12-31,N.I.A. S.O,411045,18.55284,73.95387
658,Akanksh Narang,Male,1990-10-17,Kondhwa BK B.O,411048,18.48028,73.89846999999999
659,Taarush Chauhan,Male,1989-12-22,Khadki S.O,411003,18.56312,73.84433
660,Taarush Naran,Male,1983-10-06,S.P. College S.O,411030,18.5282,73.84735
661,Sahana Narayan,Female,1982-04-02,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
662,Akanksh Subramani,Male,2002-06-21,Pimpri Colony S.O,411017,18.60755,73.78615
663,Navya Srivastava,Female,1989-09-10,Sachapir Street S.O,411001,18.51141,73.87791999999999
664,Rishaan Meena,Male,1982-02-26,Chinchwadga0n S.O,411033,18.55284,73.95387
665,Raj Neel,Male,1993-01-25,Parvati Gaon S.O,411009,18.49631,73.85621
666,Nirav Sudha,Male,2002-08-26,S.P. College S.O,411030,18.5282,73.84735
667,Kevin Raji,Male,1985-04-26,Mundhva AV S.O,411036,18.53135,73.91478000000001
668,Rishaan Sudha,Male,1997-10-11,Swargate Chowk S.O,411042,18.506970000000003,73.87119
669,Sneha Jindal,Female,1984-09-01,Vishrantwadi S.O,411015,18.60226,73.89806
670,Sarthak Sahni,Male,1987-04-14,Bhosari I.E. S.O,411026,18.55284,73.95387
671,Kaia Mittal,Female,1991-12-17,Indrayaninagar S.O,411026,18.62923,73.83431999999999
672,Taahira Rajagopal,Female,1984-09-14,Vadgaon Budruk S.O,411041,18.45823,73.81821
673,Tanvi Srivastav,Female,1991-05-16,Pimpri Colony S.O,411017,18.60755,73.78615
674,Sarthak Srivastav,Male,2000-02-15,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000001
675,Asmee Verma,Female,1989-03-19,Dapodi Bazar S.O,411012,18.57995,73.82783
676,Raunak Sethi,Male,1993-06-23,L.K. Path S.O,411003,18.54263,73.78494
677,Neysa Patel,Female,1993-09-11,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
678,Pavati Kumar,Female,1990-03-30,Wanowarie S.O,411040,18.494770000000003,73.90127
679,Alex Muthu,Male,2002-06-07,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
680,Rishaan Raman,Male,1994-02-01,Dapodi S.O,411012,18.57749,73.83138000000001
681,Anika Roy,Female,2000-08-01,Pune R.S. S.O,411001,18.5114,73.87722
682,Akanksh Muthu,Male,1990-03-04,Range Hills S.O,411020,18.57462,73.82788000000001
683,Sai Chauhan,Female,2003-05-15,Akurdi S.O,411035,18.76572,73.68905
684,Pranay Mahajan,Male,2001-05-25,Baner Road S.O,411007,18.553829999999998,73.80216
685,Parv Rana,Male,1994-08-24,Baner Road S.O,411007,18.553829999999998,73.80216
686,Aadiv Jindal,Male,1997-03-22,Salisbury Park S.O,411037,18.48591,73.86715
687,Saanvi Anand,Female,2002-06-20,C D A (O) S.O,411001,18.57571,73.81074
688,Saloni Charan,Female,1985-03-12,Range Hills S.O,411020,18.57462,73.82788000000001
689,Anant Punj,Male,1984-06-30,Thergaon B.O,411033,18.63172,73.73346
690,Ishank Lata,Male,2000-11-19,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
691,Kaia Chauhan,Female,1987-04-24,Ammunition Factory Khadki S.O,411003,18.57295,73.86363
692,Rachit Rajagopal,Male,1996-09-04,Khadki S.O,411003,18.56312,73.84433
693,Aahva Nirmal,Male,1993-07-11,Dhankawadi S.O,411043,18.46554,73.8487
694,Asmee Charan,Female,1993-11-27,N.W. College S.O,411001,18.53446,73.88304000000001
695,Keya Chandrasekar,Female,2003-09-15,Kasba Peth S.O,411011,18.5242,73.8578
696,Alisha Vijaya,Female,1998-05-04,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
697,Alisha Bhatt,Female,1997-11-27,Katraj S.O,411046,18.45938,73.86667
698,Anika Sai,Female,1995-01-16,Lokmanyanagar S.O,411030,18.50825,73.84405
699,Ananya Tyagi,Female,1994-12-26,Bajirao Road S.O,411002,18.50995,73.85375
700,Mirai Subram,Female,2003-07-24,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
701,Amoli Aggarwal,Female,1984-07-04,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
702,Vivaan Manju,Male,2003-12-18,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
703,Aaradhya Subram,Female,1998-02-25,9 DRD B.O,411014,18.54851,73.90514
704,Neysa Sharma,Female,1992-11-23,Masulkar Colony S.O,411018,18.63374,73.8129
705,Bhuv Soni,Male,2000-10-28,Karvenagar S.O,411052,18.49,73.82244
706,Ranbir Kishore,Male,1982-08-28,Bajirao Road S.O,411002,18.50995,73.85375
707,Rishaan Chauhan,Male,2000-11-09,Khadakwasla R.S. S.O,411024,18.45597,73.78478
708,Hem Engineer,Male,1994-05-09,Market Yard S.O (Pune),411037,18.48193,73.87425
709,Saisha Madan,Female,1991-03-01,N.C.L. Pune S.O,411008,18.536579999999997,73.7989
710,Rishaan Jai,Male,1994-08-04,Dighi Camp S.O,411015,18.55284,73.95387
711,Adah Srivastav,Female,1990-12-19,Kondhwa Lh B.O,411048,18.48028,73.89846999999999
712,Adhira Chandrasekar,Female,1996-09-02,Pune R.S. S.O,411001,18.5114,73.87722
713,Laksh Sethi,Male,1996-09-24,Bhusari Colony S.O,411038,18.50956,73.79646
714,Ayaan Shan,Male,1981-12-13,Ghorpuri Bazar S.O,411001,18.5259,73.89545
715,Ved Verma,Male,1989-07-20,Ganeshkhind S.O,411007,18.55144,73.82197
716,Bhuv Joshi,Male,2003-10-27,N.I.A. S.O,411045,18.55284,73.95387
717,Taahira Veena,Female,1999-12-19,Karvenagar S.O,411052,18.49,73.82244
718,Aadiv Sharma,Male,2000-02-20,Thergaon B.O,411033,18.63172,73.73346
719,Raunak Soni,Male,2001-02-08,Range Hills S.O,411020,18.57462,73.82788000000001
720,Gian Tyagi,Male,1987-03-06,Thergaon B.O,411033,18.63172,73.73346
721,Ayaan Jindal,Male,1993-09-14,Ganeshkhind S.O,411007,18.55144,73.82197
722,Ryka Chaudhary,Female,2002-02-14,Aundh T.S. S.O,411007,18.55144,73.82197
723,Kahaan Chander,Male,2000-04-30,Chinchwadgaon S.O,411033,18.63172,73.73346
724,Asmee Jana,Female,1982-09-11,Thergaon B.O,411033,18.63172,73.73346
725,Sarthak Gandhi,Male,1982-07-18,Navsahyadri S.O,411052,18.495279999999998,73.82775
726,Raunak Srivas,Male,1995-09-10,Nehrunagar S.O (Pune),411018,18.62728,73.8388
727,Ranbir Manju,Male,1993-06-19,Pimpri Colony S.O,411017,18.60755,73.78615
728,Hem Manju,Male,2003-08-27,Bibvewadi S.O,411037,18.48337,73.85561
729,Raunak Veena,Male,1984-03-02,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
730,Aadiv Malik,Male,1992-09-30,Dhankawadi S.O,411043,18.46554,73.8487
731,Taksh Rajagopal,Male,1986-06-07,Mohamadwadi S.O,411060,18.47335,73.90957
732,Taarush Patel,Male,2001-04-11,Aundh T.S. S.O,411007,18.55144,73.82197
733,Kashvi Roy,Female,1981-02-04,Pimpri P F S.O,411018,18.57571,73.81074
734,Aahva Sen,Male,1999-10-02,Pune R.S. S.O,411001,18.5114,73.87722
735,Viti Soni,Female,1994-11-19,Pune R.S. S.O,411001,18.5114,73.87722
736,Mishka Nigam,Female,1999-05-01,Kasba Peth S.O,411011,18.5242,73.8578
737,Shanaya Mahajan,Female,1981-08-23,Wakad B.O,411057,18.60557,73.76478
738,Keya Nita,Female,1996-08-02,Rupeenagar S.O,412114,18.53325,73.89263000000001
739,Viti Raje,Female,1992-09-10,Nehrunagar S.O (Pune),411018,18.62728,73.8388
740,Vivaan Sara,Male,2000-06-04,Anandnagar S.O (Pune),411051,18.62981,73.84746
741,Ira Mittal,Female,1983-03-28,Chinchwadga0n S.O,411033,18.55284,73.95387
742,Taara Patel,Female,1989-03-05,Baner Road S.O,411007,18.553829999999998,73.80216
743,Ishank Muthu,Male,1988-03-29,Srpf S.O,411022,18.501929999999998,73.91264
744,Naitee Rajan,Female,1982-12-20,Kondhwa BK B.O,411048,18.48028,73.89846999999999
745,Kaia Lal,Female,1991-01-24,Baner Road S.O,411007,18.553829999999998,73.80216
746,Ishana Soni,Female,1994-12-15,L.K. Path S.O,411003,18.54263,73.78494
747,Sahana Chaudhary,Female,2002-12-07,Katraj S.O,411046,18.45938,73.86667
748,Ryka Nigam,Female,1985-03-31,N I B M S.O,411048,18.47298,73.89421
749,Kaia Vijaya,Female,1990-04-24,Bhosarigoan S.O,411039,18.55284,73.95387
750,Vivaan Puri,Male,1998-08-27,Raviwar Peth S.O,411002,18.517689999999998,73.86014
751,Raunak Jai,Male,1998-10-20,Dhanori B.O,411015,18.5844,73.88738000000001
752,Nehrika Subram,Female,1990-03-26,Dighi Camp S.O,411015,18.55284,73.95387
753,Shanaya Neelam,Female,1996-08-10,Srpf S.O,411022,18.501929999999998,73.91264
754,Saanvi Subramanian,Female,1991-01-02,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273
755,Keya Subramanian,Female,1995-11-15,T.V. Nagar S.O,411037,18.46135,73.86633
756,Rachit Raman,Male,1996-02-15,Ghorpuri Bazar S.O,411001,18.5259,73.89545
757,Gian Bhat,Male,2001-01-11,Bhosarigoan S.O,411039,18.55284,73.95387
758,Vivaan Narayan,Male,1994-07-23,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273
759,Ishank Sethi,Male,2001-08-09,Khadki S.O,411003,18.56312,73.84433
760,Luv Vish,Male,2000-04-06,Pimpri Colony S.O,411017,18.60755,73.78615
761,Ishana Punj,Female,2003-08-13,Mohamadwadi S.O,411060,18.47335,73.90957
762,Mohammad Soni,Male,1998-04-03,Market Yard S.O (Pune),411037,18.48193,73.87425
763,Manan Veena,Male,1996-03-23,P.C.N.T. S.O,411044,18.6554,73.76124
764,Ira Chandra,Female,1989-01-19,Vadgaon Budruk S.O,411041,18.45823,73.81821
765,Sahana Sudha,Female,2003-12-15,Bajirao Road S.O,411002,18.50995,73.85375
766,Zara Manohar,Female,1983-06-19,Shivaji Housing Society S.O,411016,18.52501,73.82303
767,Zuber Engineer,Male,1983-03-26,Kothrud S.O,411038,18.50767,73.78967
768,Yash Tyagi,Male,1992-04-24,9 DRD B.O,411014,18.54851,73.90514
769,Mohammad Subramanian,Male,1996-07-09,Anandnagar S.O (Pune),411051,18.62981,73.84746
770,Gian Aggarwal,Male,1988-11-17,Kondhwa BK B.O,411048,18.48028,73.89846999999999
771,Alex Raji,Male,2001-03-07,Hadapsar S.O,411028,18.50453,73.91255
772,Taara Rajagopal,Female,1992-10-20,Market Yard S.O (Pune),411037,18.48193,73.87425
773,Mayra Uddin,Female,2002-07-22,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
774,Anaisha Jai,Female,1999-11-14,Kasba Peth S.O,411011,18.5242,73.8578
775,Keya Kishore,Female,1994-10-17,Khadki Arsenel S.O,411003,18.56312,73.84433
776,Shanaya Veena,Female,2001-02-19,A.R. Shala S.O,411004,18.518060000000002,73.83615
777,Vihaan Chande,Male,1986-05-27,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
778,Tanvi Sara,Female,1989-12-04,Bhosarigoan S.O,411039,18.55284,73.95387
779,Pahal Jai,Male,2002-10-28,Chinchwadga0n S.O,411033,18.55284,73.95387
780,Atiksh Kishore,Male,2000-07-14,Lohogaon S.O,411047,18.55284,73.95387
781,Ved Neelam,Male,1983-06-03,Karvenagar S.O,411052,18.49,73.82244
782,Naitee Goel,Female,1988-12-23,Shivaji Housing Society S.O,411016,18.52501,73.82303
783,Ishana Neel,Female,1989-08-10,Dighi Camp S.O,411015,18.55284,73.95387
784,Sadhil Jindal,Male,1991-01-27,Dapodi Bazar S.O,411012,18.57995,73.82783
785,Naksh Pal,Male,1999-02-13,Lohogaon S.O,411047,18.55284,73.95387
786,Laksh Raji,Male,1984-04-21,Ghorpade Peth S.O,411042,18.50139,73.86309
787,Alex Charan,Male,1990-12-20,Kasarwadi S.O,411034,18.60373,73.82221
788,Pahal Persaud,Male,1991-09-29,Vadgaon Budruk S.O,411041,18.45823,73.81821
789,Yash Chande,Male,1998-09-01,Pune City H.O,411002,18.51377,73.85991
790,Rishit Anand,Male,1991-03-25,P.C.N.T. S.O,411044,18.6554,73.76124
791,Ananya Lalit,Female,2002-01-02,Khadakwasla R.S. S.O,411024,18.45597,73.78478
792,Anaisha Sehgal,Female,1987-06-22,9 DRD B.O,411014,18.54851,73.90514
793,Carina Chande,Female,2001-01-27,H.E. Factory S.O,411003,18.57295,73.86363
794,Kimaya Sahni,Female,1989-03-14,Nehrunagar S.O (Pune),411018,18.62728,73.8388
795,Hiya Punj,Female,1995-02-15,Mundhva B.O,411036,18.53135,73.91478000000001
796,Sahana Pawan,Female,1990-02-14,Warje S.O,411058,18.48029,73.79853
797,Mishka Nirmal,Female,1992-01-17,Anandnagar S.O (Pune),411051,18.62981,73.84746
798,Mishka Nita,Female,1999-10-17,T.V. Nagar S.O,411037,18.46135,73.86633
799,Anika Manohar,Female,1989-12-31,Mohamadwadi S.O,411060,18.47335,73.90957
800,Nehrika Chande,Female,1984-10-05,Lohogaon S.O,411047,18.55284,73.95387
801,Rachit Chandra,Male,1985-09-29,Mohamadwadi S.O,411060,18.47335,73.90957
802,Idhant Patel,Male,1987-10-02,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
803,Saloni Ranga,Female,1988-01-31,S.S.C.Exam Board S.O,411005,18.53245,73.84654
804,Adah Mati,Female,2001-09-04,N.W. College S.O,411001,18.53446,73.88304000000001
805,Vihaan Dutta,Male,1992-04-29,Pune Weather S.O,411005,18.53245,73.84654
806,Sneha Saxena,Female,1997-11-22,Indrayaninagar S.O,411026,18.62923,73.83431999999999
807,Dasya Nirmal,Male,1999-11-26,Ammunition Factory Khadki S.O,411003,18.57295,73.86363
808,Aahva Joshi,Male,2001-08-29,9 DRD B.O,411014,18.54851,73.90514
809,Naksh Dutta,Male,1999-10-09,N.I.A. S.O,411045,18.55284,73.95387
810,Kashvi Veer,Female,2000-10-13,S.S.C.Exam Board S.O,411005,18.53245,73.84654
811,Sai Nagpal,Female,1993-01-26,Rupeenagar S.O,412114,18.53325,73.89263000000001
812,Vihaan Pawan,Male,1983-06-27,Raviwar Peth S.O,411002,18.517689999999998,73.86014
813,Adah Arun,Female,1996-01-19,Ganeshkhind S.O,411007,18.55144,73.82197
814,Taksh Srivastava,Male,1986-11-30,Khondhwa KH B.O,411048,18.45756,73.89339
815,Shrishti Raji,Female,2003-02-08,S.S.C.Exam Board S.O,411005,18.53245,73.84654
816,Reyansh Neela,Male,1982-09-17,Wanowarie S.O,411040,18.494770000000003,73.90127
817,Taksh Kishore,Male,1991-08-19,Kasba Peth S.O,411011,18.5242,73.8578
818,Nimit Manohar,Male,1990-08-20,Parvati S.O,411009,18.49631,73.85621
819,Rishaan Sharma,Male,1981-12-06,Vishrantwadi S.O,411015,18.60226,73.89806
820,Aahva Neela,Male,1986-10-17,Dapodi Bazar S.O,411012,18.57995,73.82783
821,Kevin Neelam,Male,2001-11-28,Lokmanyanagar S.O,411030,18.50825,73.84405
822,Hem Krishnamurthy,Male,1983-06-30,Swargate Chowk S.O,411042,18.506970000000003,73.87119
823,Sneha Pawan,Female,1990-02-26,Navsahyadri S.O,411052,18.495279999999998,73.82775
824,Reyansh Subramanian,Male,1984-10-04,Nana Peth S.O,411002,18.510089999999998,73.85672
825,Taksh Tyagi,Male,1988-12-21,Rupeenagar S.O,412114,18.53325,73.89263000000001
826,Sahana Chandra,Female,1991-09-30,Parvati Gaon S.O,411009,18.49631,73.85621
827,Aadiv Soni,Male,1992-02-10,Airport S.O (Pune),411032,18.57956,73.88954
828,Kashvi Goel,Female,1989-05-30,Raviwar Peth S.O,411002,18.517689999999998,73.86014
829,Rushil Patel,Male,1988-07-31,Vishrantwadi S.O,411015,18.60226,73.89806
830,Anika Sandeep,Female,1990-05-19,Indrayaninagar S.O,411026,18.62923,73.83431999999999
831,Tanvi Manju,Female,1996-08-04,Khadki S.O,411003,18.56312,73.84433
832,Taarush Meena,Male,1995-11-19,Parvati Gaon S.O,411009,18.49631,73.85621
833,Alisha Joshi,Female,2001-07-07,Kalewadi B.O,411017,18.618920000000003,73.79878000000001
834,Keya Uddin,Female,1985-09-25,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
835,Adhira Krishnamurthy,Female,1990-11-03,Warje S.O,411058,18.48029,73.79853
836,Mirai Sandeep,Female,2001-07-10,Armament S.O,411021,18.560679999999998,73.7626
837,Vihaan Joshi,Male,1983-11-15,Kondhwa BK B.O,411048,18.48028,73.89846999999999
838,Hiya Muthu,Female,1995-06-23,Kapad Ganj S.O,411002,18.51378,73.86019
839,Kashvi Srini,Female,2000-05-27,Parvati S.O,411009,18.49631,73.85621
840,Parv Lalit,Male,1992-02-29,Bajirao Road S.O,411002,18.50995,73.85375
841,Pranay Saini,Male,1994-01-10,Chinchwadga0n S.O,411033,18.55284,73.95387
842,Anant Raman,Male,1982-10-15,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
843,Joseph Rana,Male,1987-10-07,Wanowarie S.O,411040,18.494770000000003,73.90127
844,Rishit Mati,Male,1982-05-20,Navsahyadri S.O,411052,18.495279999999998,73.82775
845,Navya Sethi,Female,1986-03-18,Chinchwad East S.O,411019,18.62815,73.8318
846,Rudra Darsha,Male,1985-05-09,Yerwada S.O,411006,18.56318,73.87742
847,Yash Persaud,Male,1991-07-01,S.P. College S.O,411030,18.5282,73.84735
848,Mahika Jana,Female,1987-09-27,Dhanori B.O,411015,18.5844,73.88738000000001
849,Kevin Sharma,Male,1994-01-06,Kasba Peth S.O,411011,18.5242,73.8578
850,Adhira Kumar,Female,1996-02-22,Chinchwad East S.O,411019,18.62815,73.8318
851,Avni Vish,Female,1991-03-28,Deccan Gymkhana S.O,411004,18.518060000000002,73.83615
852,Kashvi Dhawan,Female,2002-11-06,Khadki Bazar S.O,411003,18.56312,73.84433
853,Anaisha Pal,Female,2002-06-11,Wanowarie S.O,411040,18.494770000000003,73.90127
854,Rishit Bhat,Male,1982-01-09,Chinchwadgaon S.O,411033,18.63172,73.73346
855,Mahika Nirmal,Female,1992-04-12,Vadgaon Sheri S.O,411014,18.542820000000003,73.92344
856,Nimit Sethi,Male,2000-10-28,Ex. Serviceman Colony S.O,411038,18.48029,73.79853
857,Kabir Kapoor,Male,1985-01-18,Bibvewadi S.O,411037,18.48337,73.85561
858,Adah Vijaya,Female,1987-05-16,C D A (O) S.O,411001,18.57571,73.81074
859,Sai Nara,Female,1984-03-12,Bhusari Colony S.O,411038,18.50956,73.79646
860,Raunak Sahni,Male,1988-04-28,9 DRD B.O,411014,18.54851,73.90514
861,Ayaan Soni,Male,1999-09-22,Range Hills S.O,411020,18.57462,73.82788000000001
862,Ishank Nigam,Male,1990-09-21,Yerwada S.O,411006,18.56318,73.87742
863,Ayaan Jana,Male,1985-06-25,Dr.B.A. Chowk S.O,411001,18.52484,73.87657
864,Ranbir Chakrabarti,Male,2001-05-25,Vadgaon Budruk S.O,411041,18.45823,73.81821
865,Laksh Pal,Male,1995-01-06,Rashtra Bhasha Bhavan S.O,411030,18.509420000000002,73.84063
866,Nimit Subramani,Male,1994-07-14,Khadakwasla R.S. S.O,411024,18.45597,73.78478
867,Anushka Chauhan,Female,1982-12-15,Bajirao Road S.O,411002,18.50995,73.85375
868,Keya Veer,Female,1986-07-04,Dapodi Bazar S.O,411012,18.57995,73.82783
869,Yug Nirmal,Male,1995-12-18,Bhavani Peth S.O,411042,18.506970000000003,73.87119
870,Yash Arun,Male,1981-06-02,Lokmanyanagar S.O,411030,18.50825,73.84405
871,Mayra Subram,Female,1988-02-24,Govt. Polytechnic S.O,411016,18.530479999999997,73.83252
872,Prisha Samuel,Female,1993-03-01,Dhankawadi S.O,411043,18.46554,73.8487
873,Aadiv Srini,Male,1994-11-12,Kothrud S.O,411038,18.50767,73.78967
874,Kevin Srivas,Male,1983-07-09,Lokmanyanagar S.O,411030,18.50825,73.84405
875,Alex Neel,Male,1983-05-06,M.Phulenagar S.O,411019,28.5779,77.31541
876,Anaisha Srini,Female,2002-03-21,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876
877,Taara Sai,Female,2003-11-11,Sachapir Street S.O,411001,18.51141,73.87791999999999
878,Rebecca Sai,Female,2001-02-20,Nehrunagar S.O (Pune),411018,18.62728,73.8388
879,Sai Nigam,Female,2003-02-26,Bhosari I.E. S.O,411026,18.55284,73.95387
880,Carina Sandeep,Female,1993-08-30,Bhusari Colony S.O,411038,18.50956,73.79646
881,Anushka Srini,Female,1990-07-02,Sangavi S.O,411027,18.57422,73.81781
882,Larisa Sharma,Female,1991-02-14,Kalewadi B.O,411017,18.618920000000003,73.79878000000001
883,Amoli Chauhan,Female,2003-08-03,Ghorpade Peth S.O,411042,18.50139,73.86309
884,Hiya Joshi,Female,1984-02-25,Rashtra Bhasha Bhavan S.O,411030,18.509420000000002,73.84063
885,Taara Tyagi,Female,2000-09-12,H.E. Factory S.O,411003,18.57295,73.86363
886,Saanvi Prasad,Female,1991-12-04,Rasta Peth S.O,411011,18.5242,73.8578
887,Kaia Nigam,Female,2001-02-16,Kasba Peth S.O,411011,18.5242,73.8578
888,Akanksh Neel,Male,1993-09-19,Indrayaninagar S.O,411026,18.62923,73.83431999999999
889,Bhuv Punj,Male,2003-07-05,9 DRD B.O,411014,18.54851,73.90514
890,Kimaya Vijaya,Female,2003-01-05,Sadashiv Peth S.O,411030,18.50825,73.84405
891,Sadhil Charan,Male,1991-01-11,H.E. Factory S.O,411003,18.57295,73.86363
892,Neysa Chakrabarti,Female,1994-07-25,M.Phulenagar S.O,411019,28.5779,77.31541
893,Mahika Dutta,Female,1986-03-30,Narayan Peth S.O,411030,18.51553,73.8523
894,Reyansh Engineer,Male,2001-04-04,Hadpsar I.E. S.O,411013,18.50453,73.91255
895,Kimaya Nath,Female,1996-08-04,Shivajinagar S.O (Pune),411005,18.520220000000002,73.84337
896,Saanvi Rajagopal,Female,1988-02-21,Khadki Bazar S.O,411003,18.56312,73.84433
897,Sai Aggarwal,Female,1984-05-08,Kasba Peth S.O,411011,18.5242,73.8578
898,Atiksh Pawan,Male,2003-03-22,Pimpri Colony S.O,411017,18.60755,73.78615
899,Aarav Nath,Male,1998-10-10,N I B M S.O,411048,18.47298,73.89421
900,Taksh Sara,Male,1991-02-06,H.E. Factory S.O,411003,18.57295,73.86363
